u,v,osmid_edge,name,real_distance_m,real_duration_s,real_speed_kmh,timestamp
6621426593,1314191414,704994516,Đường Khuất Duy Tiến,18,4,16.2,2025-11-27 06:56:00.787638
6621426601,6621426593,"[704994513, 704994514]",,384,119,11.616806722689077,2025-11-27 06:56:00.915054
6621426601,4539674879,704994517,Đường Khuất Duy Tiến,53,26,7.338461538461538,2025-11-27 06:56:01.093600
6628818468,5709923601,1373569363,Đường Trần Duy Hưng,69,10,24.840000000000003,2025-11-27 06:56:01.216678
6628818478,1314185677,705504245,Đường Trần Duy Hưng,46,39,4.246153846153846,2025-11-27 06:56:01.403278
6628818478,6628818468,705504246,,341,157,7.8191082802547776,2025-11-27 06:56:01.527512
6631796343,1692627215,705792285,,26,3,31.2,2025-11-27 06:56:01.651148
6641911209,5719031413,601519291,Phố Tôn Thất Thuyết,175,20,31.5,2025-11-27 06:56:01.771411
6641911209,3075526396,945783768,,50,9,20.0,2025-11-27 06:56:01.898742
6644672133,6644672135,707066366,Phố Thái Hà,280,44,22.90909090909091,2025-11-27 06:56:02.072273
6644672133,1884768305,"[707072726, 711401502]",Phố Thái Hà,72,20,12.96,2025-11-27 06:56:02.187506
6644672135,6644672133,707066366,Phố Thái Hà,280,49,20.571428571428573,2025-11-27 06:56:02.308373
6644672135,106111364,707072727,Phố Thái Hà,132,17,27.95294117647059,2025-11-27 06:56:02.661877
6644721587,2195296719,1173606571,Đường La Thành,237,40,21.33,2025-11-27 06:56:02.849059
6644721587,11107112929,1197003490,Đường La Thành,46,9,18.4,2025-11-27 06:56:03.017203
6647118933,2290010722,"[707354680, 711379959]",Phố Giảng Võ,137,22,22.418181818181818,2025-11-27 06:56:03.253383
6647145130,8598733283,571026093,Phố Hào Nam,27,13,7.476923076923078,2025-11-27 06:56:03.489586
6647145130,5701309369,707349216,,83,28,10.671428571428573,2025-11-27 06:56:03.676799
6648096523,1758170763,1297912941,,20,21,3.4285714285714284,2025-11-27 06:56:03.792592
6648096523,1613087628,707450925,Phố Láng Hạ,32,21,5.485714285714286,2025-11-27 06:56:03.911871
6648096524,6648096525,707450927,Cầu Vượt Láng Hạ - Huỳnh Thúc Kháng,246,26,34.06153846153846,2025-11-27 06:56:04.087170
6648096524,12024836052,707450928,Cầu Vượt Láng Hạ - Huỳnh Thúc Kháng,713,138,18.6,2025-11-27 06:56:04.275473
6648096525,6648096524,707450927,Cầu Vượt Láng Hạ - Huỳnh Thúc Kháng,246,31,28.567741935483873,2025-11-27 06:56:04.390961
6648096525,5710565212,707450930,Cầu Vượt Láng Hạ - Huỳnh Thúc Kháng,31,3,37.2,2025-11-27 06:56:04.570856
6648227219,2291254028,37876499,Đường Lê Văn Lương,345,45,27.6,2025-11-27 06:56:04.736870
6648227221,6648227219,707463098,Cầu vượt Láng Hạ - Lê Văn Lương,26,4,23.400000000000002,2025-11-27 06:56:04.920181
6648227221,6648227224,"[198254216, 707463094, 707463095]",Cầu vượt Láng Hạ - Lê Văn Lương,462,357,4.658823529411765,2025-11-27 06:56:05.150706
6648227222,6648227224,707463096,Cầu vượt Láng Hạ - Lê Văn Lương,29,4,26.1,2025-11-27 06:56:05.337397
6648227222,2175126939,709289362,Phố Láng Hạ,163,32,18.337500000000002,2025-11-27 06:56:05.458302
6648227223,5828999542,707812019,Phố Láng Hạ,173,52,11.976923076923077,2025-11-27 06:56:05.578718
6648227224,6648227223,707463097,Cầu vượt Láng Hạ - Lê Văn Lương,30,22,4.909090909090909,2025-11-27 06:56:05.696098
6648227224,6648227221,"[198254216, 707463094, 707463095]",Cầu vượt Láng Hạ - Lê Văn Lương,462,69,24.104347826086958,2025-11-27 06:56:05.811130
6650810650,444874859,707812017,,96,35,9.874285714285715,2025-11-27 06:56:05.927263
6650810650,1613087620,1242935513,Phố Láng Hạ,22,12,6.6,2025-11-27 06:56:06.046761
6650876736,5718916292,38097679,Phố Huỳnh Thúc Kháng,353,144,8.825,2025-11-27 06:56:06.176572
6650876736,6650876740,"[1340680346, 707820642]",Phố Huỳnh Thúc Kháng,1604,633,9.122274881516587,2025-11-27 06:56:06.379531
6650876740,6650876736,"[1340680345, 707820643]",Phố Huỳnh Thúc Kháng,196,139,5.076258992805755,2025-11-27 06:56:06.500837
6650876740,634709500,707820644,Phố Huỳnh Thúc Kháng,1413,367,13.86049046321526,2025-11-27 06:56:06.687992
6650982900,6650982901,707826460,,1066,251,15.289243027888446,2025-11-27 06:56:06.810149
6650982900,6648227219,885892454,Đường Lê Văn Lương,169,22,27.654545454545456,2025-11-27 06:56:06.920842
6650982901,6650982900,707826460,,111,63,6.3428571428571425,2025-11-27 06:56:07.036342
6650982901,444875375,707829405,Đường Lê Văn Lương,46,44,3.7636363636363637,2025-11-27 06:56:07.163082
6651770209,6651770210,707894760,,23,20,4.14,2025-11-27 06:56:07.355875
6651770209,444875374,"[707457430, 711138885, 711138886, 707457431]",Đường Láng,550,308,6.428571428571429,2025-11-27 06:56:07.485689
6651770210,6651770209,707894760,,938,413,8.17627118644068,2025-11-27 06:56:07.675357
6651770210,5716670628,"[707900589, 38135679]",Đường Láng,399,305,4.709508196721312,2025-11-27 06:56:07.793809
6658429241,10130533935,1107122303,Cầu vượt nút giao Chùa Bộc - Phạm Ngọc Thạch,1080,164,23.70731707317073,2025-11-27 06:56:07.977343
6658429241,11014094287,"[1185723928, 1185723929, 708584851]",Phố Chùa Bộc,152,29,18.868965517241378,2025-11-27 06:56:08.148235
6659072489,5710231827,"[708649102, 708649103]",Đường Nguyễn Trãi,169,92,6.613043478260869,2025-11-27 06:56:08.268552
6659072490,6659072489,591296755,,45,28,5.7857142857142865,2025-11-27 06:56:08.449871
6659072490,1878921405,"[1014224393, 596710689]",Đường Nguyễn Trãi,114,23,17.843478260869563,2025-11-27 06:56:08.571204
6659072491,6659072492,708649107,Phố Khương Trung,36,7,18.514285714285716,2025-11-27 06:56:08.707075
6659072491,6610574244,251784279,Phố Khương Trung,139,21,23.82857142857143,2025-11-27 06:56:08.891680
6659072492,6659072490,"[708649104, 397649390]",Đường Nguyễn Trãi,172,34,18.211764705882352,2025-11-27 06:56:09.074503
6659134171,1758633112,164211343,Phố Tây Sơn,495,106,16.81132075471698,2025-11-27 06:56:09.328828
6659134171,1884769977,"[875229040, 711404114]",Phố Tây Sơn,93,12,27.900000000000002,2025-11-27 06:56:09.459452
6659134172,5954441640,"[28103241, 711404115]",Phố Tây Sơn,105,16,23.625,2025-11-27 06:56:09.641321
6659134174,5716408768,"[1331204980, 875229038]",Phố Tây Sơn,239,47,18.306382978723402,2025-11-27 06:56:09.766560
6659134177,1314209716,1257110006,Phố Tây Sơn,85,13,23.53846153846154,2025-11-27 06:56:09.884131
6661055809,2050902820,708944663,Phố Hào Nam,8,1,28.8,2025-11-27 06:56:10.005928
6661055810,6661055809,885163365,Đường La Thành,138,88,5.6454545454545455,2025-11-27 06:56:10.202410
6661055810,4961341860,708903075,Phố Hoàng Cầu,38,30,4.56,2025-11-27 06:56:10.321786
6661055813,6662639319,709022104,,39,11,12.763636363636364,2025-11-27 06:56:10.486487
6661487944,6661487945,708941781,,701,166,15.202409638554217,2025-11-27 06:56:10.651594
6661487944,5641890822,"[1109636297, 239370934, 710270797, 710270798]","['Đường Nguyễn Trãi', 'Đường Trần Phú']",993,512,6.98203125,2025-11-27 06:56:10.777108
6661487945,6661487944,708941781,,53,11,17.345454545454547,2025-11-27 06:56:10.896398
6661487945,12908782868,"[693652773, 1242183437]","['Trần Phú', 'Đường Trần Phú']",137,19,25.957894736842103,2025-11-27 06:56:11.131590
6662241086,6662241087,708994997,,50,13,13.846153846153847,2025-11-27 06:56:11.315105
6662241086,4025115175,"[705792490, 705792491, 179993959]",Phố Yên Lãng,991,381,9.363779527559055,2025-11-27 06:56:11.502394
6662241087,6662241086,708994997,,447,109,14.763302752293576,2025-11-27 06:56:11.630377
6662241087,6662241094,"[1349903768, 709301078, 709301077, 237322638]",Phố Yên Lãng,361,94,13.825531914893617,2025-11-27 06:56:11.807854
6662241094,6662241095,708994999,,244,65,13.513846153846155,2025-11-27 06:56:11.930234
6662241094,446030797,962493748,Phố Yên Lãng,108,40,9.72,2025-11-27 06:56:12.117589
6662241095,6662241094,708994999,,27,7,13.885714285714286,2025-11-27 06:56:12.245813
6662241095,6662241086,"[512285541, 179993959]",Phố Yên Lãng,365,74,17.756756756756758,2025-11-27 06:56:12.361830
6662639319,2050902830,194581841,Phố Hào Nam,88,18,17.6,2025-11-27 06:56:12.487172
6666128977,5962836764,457757000,Đại lộ Thăng Long,17,1,61.2,2025-11-27 06:56:12.616873
6666479030,8598733283,945322254,Phố Hào Nam,4,1,14.4,2025-11-27 06:56:12.742951
6670444529,6670444530,709678323,,559,106,18.984905660377358,2025-11-27 06:56:12.891776
6670444529,420456683,"[600083145, 711367345]",Đường Láng,127,18,25.4,2025-11-27 06:56:13.088004
6670444530,6670444529,709678323,,15,18,3.0,2025-11-27 06:56:13.226518
6670444530,12513272960,35977789,Đường Láng,191,103,6.675728155339806,2025-11-27 06:56:13.410919
6672531385,12872373346,"[709788193, 709788186]",Phố Dương Đình Nghệ,215,38,20.36842105263158,2025-11-27 06:56:13.539122
6677147301,5489009621,1393557759,,23,5,16.56,2025-11-27 06:56:13.722506
6677147301,2050902835,"[710279560, 710271827, 1204906467]",Phố Hào Nam,138,21,23.65714285714286,2025-11-27 06:56:13.841978
6677147310,5485653490,"[945322276, 1277725973]",Phố Hào Nam,73,12,21.9,2025-11-27 06:56:14.036066
6677300866,309685730,760742215,Đường La Thành,416,101,14.827722772277228,2025-11-27 06:56:14.161456
6677300866,6677364041,780188831,Đường Nguyễn Chí Thanh,50,10,18.0,2025-11-27 06:56:14.291811
6677338241,98026475,1185723922,,150,33,16.363636363636367,2025-11-27 06:56:14.491239
6677338241,1314209698,702927014,Phố Phạm Ngọc Thạch,52,12,15.6,2025-11-27 06:56:14.673134
6677364041,2295384939,780188831,Đường Nguyễn Chí Thanh,54,9,21.6,2025-11-27 06:56:14.791358
6677687639,5707122750,710340956,,46,9,18.4,2025-11-27 06:56:14.974589
6677687639,4538571818,457757033,Phố Miếu Đầm,3295,494,24.012145748987855,2025-11-27 06:56:15.120346
6677687648,5707122750,600031605,,50,7,25.714285714285715,2025-11-27 06:56:15.374713
6677895172,1494041352,709356406,,2189,462,17.057142857142857,2025-11-27 06:56:15.561335
6677895172,1494041351,"[890197305, 596710686]",Phố Tây Sơn,124,18,24.8,2025-11-27 06:56:15.678015
6677895176,1494041352,596710683,Phố Tây Sơn,29,5,20.88,2025-11-27 06:56:15.795601
6677895176,1494041351,"[709673457, 1233979451]",Đường Láng,832,172,17.413953488372094,2025-11-27 06:56:15.921404
6684737819,4540453404,630092757,Phố Tố Hữu,184,67,9.886567164179105,2025-11-27 06:56:16.094154
6684737819,4540453400,"[899919257, 899919259, 899919255]",Hầm chui Lê Văn Lương,499,70,25.662857142857145,2025-11-27 06:56:16.208947
6685236291,6685236292,711108163,Phố Ô Chợ Dừa,374,70,19.234285714285715,2025-11-27 06:56:16.393428
6685236291,8231491408,"[711109718, 506383095]",Phố Ô Chợ Dừa,177,25,25.488,2025-11-27 06:56:16.568477
6685236292,6685236291,711108163,Phố Ô Chợ Dừa,25,12,7.500000000000001,2025-11-27 06:56:16.696121
6685236292,4961341859,711101759,Phố Ô Chợ Dừa,164,66,8.945454545454545,2025-11-27 06:56:16.883574
6685434573,6662241087,237322638,Phố Yên Lãng,76,11,24.872727272727275,2025-11-27 06:56:17.050090
6687964478,442990465,158632061,Phố Trung Kính,686,125,19.756800000000002,2025-11-27 06:56:17.168497
6687964478,5716241017,"[1240683344, 711330226]",Phố Trung Kính,43,10,15.48,2025-11-27 06:56:17.297552
6688471376,5686449780,757210480,,994,331,10.810876132930515,2025-11-27 06:56:17.416930
6688471376,7920618647,704089866,Đường Trường Chinh,289,152,6.844736842105264,2025-11-27 06:56:17.577158
6688490814,6647145130,571026093,Phố Hào Nam,36,17,7.623529411764706,2025-11-27 06:56:17.698596
6688490814,5485653490,"[965992922, 711400670, 1040753543]",Phố Hào Nam,223,32,25.087500000000002,2025-11-27 06:56:17.883278
6688503842,6405794494,1333363797,Phố Tây Sơn,20,3,24.0,2025-11-27 06:56:18.010714
6688503847,1758631175,711404121,Phố Tây Sơn,28,17,5.929411764705883,2025-11-27 06:56:18.195583
6688503847,6688503842,711404119,,37,27,4.933333333333334,2025-11-27 06:56:18.313784
6688570392,6441639163,106053500,Đường Nguyễn Trãi,18,4,16.2,2025-11-27 06:56:18.465992
6688570392,6688570393,711407374,,524,89,21.195505617977528,2025-11-27 06:56:18.650476
6688570393,6688570397,"[816861875, 945783756]",Đường Nguyễn Trãi,334,100,12.024,2025-11-27 06:56:18.816100
6688570397,6688570401,711407376,,49,13,13.569230769230769,2025-11-27 06:56:18.991053
6688570397,12600043488,"[1361084776, 955201203]",Đường Nguyễn Trãi,42,11,13.745454545454546,2025-11-27 06:56:19.184142
6688570401,6688570392,106053500,Đường Nguyễn Trãi,331,43,27.711627906976744,2025-11-27 06:56:19.352467
6689057478,6689057484,1241122649,Đường Nguyễn Trãi,30,4,27.0,2025-11-27 06:56:19.586005
6689057478,6689057482,711421784,,36,11,11.781818181818183,2025-11-27 06:56:19.806998
6689057482,6601012241,816861875,Đường Nguyễn Trãi,229,32,25.7625,2025-11-27 06:56:19.978701
6689057484,13206202825,"[711431923, 948123044, 929495373, 1182476806]",Đường Nguyễn Trãi,286,41,25.11219512195122,2025-11-27 06:56:20.216722
6689058288,6689057482,1182476807,Đường Nguyễn Trãi,18,3,21.6,2025-11-27 06:56:20.393332
6689058288,6689057484,711421785,,67,11,21.927272727272726,2025-11-27 06:56:20.508070
7301485388,1497544796,782030755,,27,14,6.942857142857143,2025-11-27 06:56:20.635883
7920618640,5683715143,848915392,Đường Trường Chinh,468,197,8.552284263959391,2025-11-27 06:56:20.809412
7920618640,5683715143,848915394,Đường Trường Chinh,468,197,8.552284263959391,2025-11-27 06:56:20.994348
7920618647,4599745018,1158120934,Đường Trường Chinh,25,7,12.857142857142858,2025-11-27 06:56:21.120977
7920618647,7920618648,1107122308,,39,9,15.6,2025-11-27 06:56:21.242594
7920618648,5674347102,"[595338113, 857047108, 1395144950]",Phố Tôn Thất Tùng,587,212,9.967924528301888,2025-11-27 06:56:21.359270
7920618648,10130533955,1107122307,,44,13,12.184615384615384,2025-11-27 06:56:21.585202
7920618648,4599745018,1158120939,Phố Tôn Thất Tùng,771,253,10.970750988142294,2025-11-27 06:56:21.708134
7985603136,98027697,1158120936,Đường Trường Chinh,31,8,13.950000000000001,2025-11-27 06:56:21.892957
7985603136,10130533953,1107122305,,1367,467,10.537901498929337,2025-11-27 06:56:22.023566
7985603138,5686449780,740599803,Đường Trường Chinh,281,37,27.34054054054054,2025-11-27 06:56:22.206591
7985603147,7985603148,856460785,,2047,439,16.786332574031892,2025-11-27 06:56:22.379093
7985603147,7920618640,1012665683,Đường Trường Chinh,5263,1278,14.825352112676056,2025-11-27 06:56:22.531781
7985603148,7985603147,856460785,,131,16,29.475,2025-11-27 06:56:22.734752
7985603148,6617292919,1158120933,Đường Trường Chinh,138,35,14.194285714285716,2025-11-27 06:56:22.850950
8231491408,8231491411,885163363,,367,151,8.749668874172187,2025-11-27 06:56:22.980178
8231491408,5707161162,711109718,Phố Ô Chợ Dừa,98,20,17.64,2025-11-27 06:56:23.158304
8231491411,8231491408,885163363,,21,12,6.3,2025-11-27 06:56:23.286865
8231491411,6685236292,711101759,Phố Ô Chợ Dừa,181,29,22.46896551724138,2025-11-27 06:56:23.406498
8237661942,2053894358,885892445,,20,14,5.142857142857143,2025-11-27 06:56:23.592542
8237661942,308728680,"[36084976, 967878667]",Phố Giảng Võ,297,63,16.97142857142857,2025-11-27 06:56:23.715439
8242664547,11107112958,1197003496,,2138,518,14.85868725868726,2025-11-27 06:56:23.944830
8242664547,12174413404,1315272149,Phố Kim Mã,56,8,25.2,2025-11-27 06:56:24.180100
8242664547,12559133535,1360061190,Phố Kim Mã,2059,509,14.562671905697446,2025-11-27 06:56:24.357505
8295729267,3779242655,"[641933851, 641933854]",,451,38,42.72631578947369,2025-11-27 06:56:24.536429
8295729267,6600206282,1240365574,Đường Nguyễn Xiển,328,45,26.24,2025-11-27 06:56:24.665258
8341509535,10743484787,38182069,Phố Vũ Tông Phan,14,3,16.8,2025-11-27 06:56:24.799078
8341509537,5485722628,570582403,Đường Kim Giang,402,80,18.090000000000003,2025-11-27 06:56:24.928550
8341509537,6413551907,570582403,Đường Kim Giang,14,4,12.6,2025-11-27 06:56:25.049968
8462967636,5710691044,1094542158,Đường Phạm Tu,15,1,54.0,2025-11-27 06:56:25.213143
8598733283,6666479030,945322254,Phố Hào Nam,4,1,14.4,2025-11-27 06:56:25.355374
8598733283,6688490814,711400669,Phố Hào Nam,66,12,19.8,2025-11-27 06:56:25.478061
8823455179,6661055810,"[708891235, 1298270940]",Đường La Thành,2230,622,12.906752411575562,2025-11-27 06:56:25.607183
8823455180,8823455179,953279469,,23,10,8.28,2025-11-27 06:56:25.719242
8823455180,98031401,1298270941,Phố Hào Nam,19,15,4.56,2025-11-27 06:56:25.840128
8921282801,10202001781,1115510434,,77,37,7.491891891891893,2025-11-27 06:56:26.007139
9576908879,1314203096,1040111655,,49,22,8.018181818181818,2025-11-27 06:56:26.191207
9970440452,12484632695,"[711367571, 1123561350]",Đường Nguyễn Trãi,128,19,24.25263157894737,2025-11-27 06:56:26.404914
9980229913,1497544764,1177224827,,642,112,20.635714285714286,2025-11-27 06:56:26.534775
9980229913,7301485388,"[1242184419, 1204882028, 1204882029]",Phố Tôn Đức Thắng,308,57,19.45263157894737,2025-11-27 06:56:26.662869
10076263973,5710098650,"[711062848, 711062849, 600057058, 1100987652, 711052049]",Phố Tố Hữu,957,129,26.706976744186047,2025-11-27 06:56:26.843249
10076263976,10076263977,1100987650,,144,62,8.361290322580645,2025-11-27 06:56:26.969712
10076263976,4540453394,1215294415,Đường Lê Văn Lương,430,147,10.53061224489796,2025-11-27 06:56:27.098857
10076263977,4540453396,1304254919,Đường Lê Văn Lương,17,4,15.3,2025-11-27 06:56:27.231420
10076263978,10076263979,1100987651,,25,37,2.4324324324324325,2025-11-27 06:56:27.429356
10076263978,4542621501,1215294414,Phố Tố Hữu,20,21,3.4285714285714284,2025-11-27 06:56:27.540262
10076263979,5093497426,1054590951,Phố Tố Hữu,15,2,27.0,2025-11-27 06:56:27.662937
10087376960,5641890823,710307562,,52,13,14.4,2025-11-27 06:56:27.852050
10087376960,5641890821,1290144946,Đường Nguyễn Trãi,152,15,36.48,2025-11-27 06:56:27.975562
10100966682,12513272960,1352442369,,734,297,8.896969696969698,2025-11-27 06:56:28.160496
10100966682,6685434573,711122630,Lối rẽ phải đi Yên Lãng,300,137,7.883211678832117,2025-11-27 06:56:28.285397
10130533935,1495023340,1107122302,Cầu vượt nút giao Chùa Bộc - Phạm Ngọc Thạch,1662,420,14.245714285714287,2025-11-27 06:56:28.419042
10130533953,4600895552,11007920,Phố Tôn Thất Tùng,608,171,12.799999999999999,2025-11-27 06:56:28.548430
10130533953,7985603138,1107122306,,43,15,10.32,2025-11-27 06:56:28.673381
10130533953,98027697,1158120938,Phố Tôn Thất Tùng,35,42,3.0,2025-11-27 06:56:28.803000
10130533955,7985603147,1158120932,Đường Trường Chinh,184,27,24.533333333333335,2025-11-27 06:56:28.926946
10151536198,2570960524,1305064571,Đường Trần Phú,269,35,27.66857142857143,2025-11-27 06:56:29.105538
10159724112,6666128977,1198522910,,15,1,54.0,2025-11-27 06:56:29.231522
10180671333,420522002,136571559,,54,8,24.3,2025-11-27 06:56:29.419628
10180671333,98041254,701436154,Đường Nguyễn Chí Thanh,38,28,4.885714285714286,2025-11-27 06:56:29.598348
10202001781,1881927757,"[816200777, 705794899, 709788191]",Phố Dương Đình Nghệ,471,93,18.23225806451613,2025-11-27 06:56:29.721186
10203920310,1881928279,709788192,Phố Dương Đình Nghệ,14,1,50.4,2025-11-27 06:56:29.956440
10203920310,5718886024,1115710778,,76,18,15.200000000000001,2025-11-27 06:56:30.080331
10203920324,10203920325,1115710780,,12,3,14.4,2025-11-27 06:56:30.264209
10203920324,1881928007,1432239245,Phố Phạm Văn Bạch,0,16,0.0,2025-11-27 06:56:30.372186
10203920325,5718886024,1432239243,Phố Phạm Văn Bạch,3,1,10.8,2025-11-27 06:56:30.484062
10203920329,10203920328,1115710782,,308,80,13.860000000000001,2025-11-27 06:56:30.721215
10203920329,1219243636,709788195,Phố Trung Kính,47,45,3.7600000000000002,2025-11-27 06:56:30.843772
10296445822,10997686363,"[1217943687, 1217943688, 1125424967, 1217943690, 943577306]",Phố Huỳnh Thúc Kháng,1227,199,22.196984924623116,2025-11-27 06:56:31.008480
10296445822,10296445824,1125991953,,1734,392,15.924489795918367,2025-11-27 06:56:31.129774
10296445822,309816683,1199890905,Phố Huỳnh Thúc Kháng,1699,384,15.928125000000001,2025-11-27 06:56:31.267938
10296445823,309816683,706446636,Đường Nguyễn Chí Thanh,39,22,6.381818181818182,2025-11-27 06:56:31.391068
10296445823,10296445822,1125991952,,51,34,5.4,2025-11-27 06:56:31.509124
10296445824,5718916302,232598680,Đường Nguyễn Chí Thanh,35,6,21.0,2025-11-27 06:56:31.628450
10542328776,6685605986,1131083878,,36,7,18.514285714285716,2025-11-27 06:56:31.800545
10542328776,1748294274,"[601999040, 954882993, 1287978626]",Đường Nguyễn Khang,48,29,5.958620689655173,2025-11-27 06:56:31.918233
10542328776,13023100784,"[1288217312, 1287978626, 954882992]",Đường Nguyễn Khang,537,87,22.220689655172414,2025-11-27 06:56:32.100687
10682258584,6603014206,"[251780514, 703495526]",Phố Thượng Đình,719,104,24.888461538461538,2025-11-27 06:56:32.285729
10682258584,6606566488,703495526,Phố Thượng Đình,20,3,24.0,2025-11-27 06:56:32.463607
10743484787,8341509535,38182069,Phố Vũ Tông Phan,14,4,12.6,2025-11-27 06:56:32.587558
10743484787,6610228314,"[704584721, 38182069]",Phố Vũ Tông Phan,379,61,22.367213114754097,2025-11-27 06:56:32.769636
10743484787,8341509537,"[897488872, 897488873, 703454852]",,65,15,15.6,2025-11-27 06:56:32.948281
10965136434,420456595,1180635861,,14,9,5.6000000000000005,2025-11-27 06:56:33.058720
10965136434,6621078250,"[605128435, 1121703581]",Đường Láng,299,39,27.6,2025-11-27 06:56:33.179007
10997686363,10296445822,"[1217943687, 1217943688, 1125424967, 1217943690, 943577306]",Phố Huỳnh Thúc Kháng,1477,340,15.638823529411765,2025-11-27 06:56:33.316309
10997686363,11107112927,1197003492,Phố Huỳnh Thúc Kháng,41,7,21.085714285714285,2025-11-27 06:56:33.493392
11014094287,11014094288,1185723925,,117,34,12.388235294117647,2025-11-27 06:56:33.675839
11014094287,1884765802,708584851,Phố Chùa Bộc,557,201,9.976119402985075,2025-11-27 06:56:33.872616
11014094288,11014094287,1185723925,,43,13,11.907692307692308,2025-11-27 06:56:33.998252
11014094288,1495023340,164211258,Phố Chùa Bộc,152,20,27.36,2025-11-27 06:56:34.115595
11107112919,438036727,343741881,Phố Kim Mã,60,9,24.0,2025-11-27 06:56:34.254065
11107112919,12559133535,"[1197003498, 1355183494]",Đường Cầu Giấy,17,2,30.6,2025-11-27 06:56:34.374214
11107112923,10997686363,1197003491,Phố Huỳnh Thúc Kháng,41,5,29.52,2025-11-27 06:56:34.621479
11107112923,11107112927,1355183493,Đường Cầu Giấy,53,10,19.08,2025-11-27 06:56:34.741530
11107112927,11107112935,"[1197003501, 1197003494]",,30,6,18.0,2025-11-27 06:56:34.915583
11107112935,11107112929,1197003488,,51,9,20.400000000000002,2025-11-27 06:56:35.238309
11107112935,6644721587,1197003489,,1871,409,16.468459657701715,2025-11-27 06:56:35.405662
11107112958,8242664547,1197003496,,845,148,20.554054054054056,2025-11-27 06:56:35.596828
11111175323,11111175326,1197583343,,53,7,27.257142857142856,2025-11-27 06:56:35.827601
11111175326,6600206283,"[702813306, 702813309, 702813310]",Đường Nguyễn Xiển,1052,274,13.821897810218978,2025-11-27 06:56:35.941102
11182265554,4540453378,1206753006,,238,73,11.736986301369864,2025-11-27 06:56:36.123722
11182265554,5716807749,1240199930,Phố Tố Hữu,119,49,8.742857142857142,2025-11-27 06:56:36.256309
11201648616,445970799,"[1204846892, 808672175]",Phố Nguyễn Lương Bằng,396,98,14.546938775510203,2025-11-27 06:56:36.438075
11209721500,11209721504,1209979249,,56,11,18.327272727272728,2025-11-27 06:56:36.607819
11209721504,13322115744,177466778,Đường Mễ Trì,476,50,34.272,2025-11-27 06:56:36.772205
11700202516,11700202517,1258566443,,119,32,13.387500000000001,2025-11-27 06:56:36.928692
11700202516,10087376960,1290144946,Đường Nguyễn Trãi,33,4,29.7,2025-11-27 06:56:37.046484
11700202517,11700202516,1258566443,,46,12,13.8,2025-11-27 06:56:37.159019
11700202517,4538405021,239370934,Đường Nguyễn Trãi,486,82,21.336585365853658,2025-11-27 06:56:37.282186
11768052436,4538405137,1267006258,Đường Khuất Duy Tiến,23,3,27.6,2025-11-27 06:56:37.467375
11768052436,11768052437,1267006256,,46,11,15.054545454545455,2025-11-27 06:56:37.590517
11768052437,1881949102,709368692,Đường Khuất Duy Tiến,240,32,27.0,2025-11-27 06:56:37.768550
11950483412,1884765806,684766067,Phố Tây Sơn,24,20,4.32,2025-11-27 06:56:37.887701
11950483412,11950483417,1288742163,,47,33,5.127272727272728,2025-11-27 06:56:38.001122
11950483417,1314209717,219977622,Phố Tây Sơn,10,1,36.0,2025-11-27 06:56:38.123231
12024836052,2274969534,"[707087633, 964868044]",Phố Láng Hạ,165,22,27.0,2025-11-27 06:56:38.245771
12174413404,8242664547,1315272149,Phố Kim Mã,2020,501,14.51497005988024,2025-11-27 06:56:38.435007
12206582473,2570960524,1393444645,,917,165,20.007272727272728,2025-11-27 06:56:38.553805
12206582473,6661487944,"[1318958371, 1109636291, 1242183436, 708941780, 1305064572]",Đường Trần Phú,463,83,20.081927710843374,2025-11-27 06:56:38.671452
12357580642,12357580645,1335897898,Phố Tôn Đức Thắng,58,26,8.03076923076923,2025-11-27 06:56:38.841769
12357580642,421080868,1392245988,Phố Xã Đàn,34,30,4.08,2025-11-27 06:56:39.017022
12357580645,1497544736,1335897899,Phố Tôn Đức Thắng,33,13,9.138461538461538,2025-11-27 06:56:39.132001
12375164794,12768097335,703521538,Phố Nguyễn Hoàng,13,2,23.400000000000002,2025-11-27 06:56:39.360661
12375164795,12375164794,1337871553,,107,36,10.700000000000001,2025-11-27 06:56:39.516538
12375164797,1691398148,1271090831,Phố Tôn Thất Thuyết,11,6,6.6,2025-11-27 06:56:39.809244
12375164797,12375164798,1337871558,,110,42,9.428571428571429,2025-11-27 06:56:39.931040
12375164798,2302164518,1271090830,Phố Tôn Thất Thuyết,147,22,24.054545454545455,2025-11-27 06:56:40.116981
12484632695,12484632696,1349573947,,429,74,20.87027027027027,2025-11-27 06:56:40.280630
12484632695,12600043494,"[711367568, 711367571, 945783757]",Đường Nguyễn Trãi,164,28,21.085714285714285,2025-11-27 06:56:40.461930
12484632696,5831399053,"[711367569, 711367570]",Đường Nguyễn Trãi,266,54,17.733333333333334,2025-11-27 06:56:40.655615
12513272960,10100966682,1352442369,,13,11,4.254545454545455,2025-11-27 06:56:40.841636
12513272960,5707407591,"[705792493, 711366275, 711366276, 35977789]",Đường Láng,149,113,4.746902654867257,2025-11-27 06:56:40.955302
12559133535,11107112958,"[343741883, 1355183494]",Đường Cầu Giấy,76,8,34.2,2025-11-27 06:56:41.078087
12559133535,8242664547,1360061190,Phố Kim Mã,200,34,21.176470588235297,2025-11-27 06:56:41.262263
