u,v,osmid_edge,name,real_distance_m,real_duration_s,real_speed_kmh,timestamp
12600043488,12484632696,"[711367567, 711367569, 621139527]",Đường Nguyễn Trãi,169,28,21.728571428571428,2025-11-27 06:56:41.453226
12600043494,6688570401,"[1361084777, 955201202]",Đường Nguyễn Trãi,49,7,25.2,2025-11-27 06:56:41.568621
12600043494,12600043488,1361084778,,96,18,19.2,2025-11-27 06:56:41.679910
12606538099,4539684490,914099365,Đường cao tốc Vành đai 3,450,71,22.816901408450708,2025-11-27 06:56:41.790666
12606538104,5710222986,914099363,Đường cao tốc Vành đai 3,539,104,18.657692307692308,2025-11-27 06:56:41.963037
12725862784,4541105059,"[1109636288, 1374431424, 600584098, 600584099, 974572934, 1300881768, 399825450, 1064227953]","['Phố Vũ Trọng Khánh', 'Cầu Mộ Lao']",1184,231,18.45194805194805,2025-11-27 06:56:42.199577
12725862785,12725862784,1394465420,,21,4,18.900000000000002,2025-11-27 06:56:42.363934
12725862785,10151536198,955842609,Phố Vũ Trọng Khánh,50,6,30.000000000000004,2025-11-27 06:56:42.546339
12768097332,1881927756,"[1337871555, 703519574]",Đường Phạm Hùng,20,15,4.8,2025-11-27 06:56:42.704263
12768097332,12768097335,1378852021,,45,22,7.363636363636363,2025-11-27 06:56:42.866643
12816414542,5718916293,601866316,,53,18,10.600000000000001,2025-11-27 06:56:42.991575
12816414542,98035472,1384038650,Phố Huỳnh Thúc Kháng,231,131,6.348091603053435,2025-11-27 06:56:43.112302
12816414547,5718916292,1384269502,Phố Huỳnh Thúc Kháng,14,9,5.6000000000000005,2025-11-27 06:56:43.244529
12872373345,12872373346,1390613355,,20,8,9.0,2025-11-27 06:56:43.361082
12872373345,10203920310,709788192,Phố Dương Đình Nghệ,210,38,19.894736842105264,2025-11-27 06:56:43.478664
12872373346,12872373345,1390613355,,20,7,10.285714285714286,2025-11-27 06:56:43.592566
12872373346,1219243660,1408711812,Phố Dương Đình Nghệ,41,11,13.418181818181818,2025-11-27 06:56:43.713790
12908782868,10151536198,693652773,Đường Trần Phú,56,7,28.8,2025-11-27 06:56:43.900603
12908782868,12725862784,1109636288,Phố Vũ Trọng Khánh,50,6,30.000000000000004,2025-11-27 06:56:44.015377
13023100784,10542328776,"[954882992, 1288217312, 1287978626]",Đường Nguyễn Khang,537,98,19.7265306122449,2025-11-27 06:56:44.208939
13023100784,13023100793,1417239983,,0,3,0.0,2025-11-27 06:56:44.397885
13023100793,420456583,"[1121868210, 37765274, 1121868211]",Cầu Cót,726,169,15.465088757396451,2025-11-27 06:56:44.707710
13023100794,442993523,1292662269,Đường Nguyễn Khang,361,76,17.1,2025-11-27 06:56:44.892943
13206202825,4538405017,"[621974601, 621974603, 457741989]",Hầm chui Thanh Xuân,898,83,38.94939759036144,2025-11-27 06:56:45.237346
13206202825,4538405006,"[814585068, 929495373]",Đường Nguyễn Trãi,391,56,25.135714285714286,2025-11-27 06:56:45.366723
13282498392,8295729267,706445530,Đường Nguyễn Xiển,123,15,29.52,2025-11-27 06:56:45.485699
13282498392,13282498396,1447638570,Đường Nguyễn Xiển,447,46,34.982608695652175,2025-11-27 06:56:45.661793
13282498396,6600206282,702813307,,1064,404,9.481188118811883,2025-11-27 06:56:45.796844
13282498396,6600206283,702813307,,47,28,6.042857142857143,2025-11-27 06:56:45.915195
13282498396,13282511305,1447638570,Đường Nguyễn Xiển,134,16,30.150000000000002,2025-11-27 06:56:46.029774
13282511304,5710691045,408780538,Đường Nguyễn Xiển,71,13,19.661538461538463,2025-11-27 06:56:46.269040
13282511305,13282511304,1447638570,Đường Nguyễn Xiển,779,75,37.392,2025-11-27 06:56:46.633846
13322115743,13322115744,1452637742,,1058,149,25.56241610738255,2025-11-27 06:56:46.857408
13322115743,5707262958,116432666,Đường Mễ Trì,473,56,30.40714285714286,2025-11-27 06:56:47.012466
13322115744,13322115743,1452637742,,819,190,15.517894736842107,2025-11-27 06:56:47.192101
13322115744,1879088106,"[177466778, 704004157]",Đường Mễ Trì,283,67,15.205970149253734,2025-11-27 06:56:47.309400
13327548965,13327548966,1453258417,,19,4,17.1,2025-11-27 06:56:47.472631
13327548966,10202001781,"[1240199912, 816200777, 1453258415]",Phố Dương Đình Nghệ,227,63,12.971428571428572,2025-11-27 06:56:47.598805
13327548966,13327548968,1453258418,,393,88,16.077272727272728,2025-11-27 06:56:47.723823
13327548967,2185731479,703992424,Phố Dương Đình Nghệ,170,23,26.608695652173914,2025-11-27 06:56:47.880008
13327548967,13327548965,1453258419,,571,145,14.176551724137932,2025-11-27 06:56:48.044152
13327548968,13327548967,1453258416,,24,6,14.4,2025-11-27 06:56:48.231248
